Yr,Org,Total Number of Prescriptions,Total Amount Reimbursed
2016,MCOU,349,5140.84
2016,FFSU,156,5142.16
2016,FFSU,24,516.17
2016,MCOU,356,5169.91
2016,FFSU,21,517.24
2016,MCOU,2732,51735.72
2016,MCOU,207,5175.3
2016,FFSU,23,518.74
2016,MCOU,19461,519225.25
2016,MCOU,203,5193.32
2016,MCOU,25,5195.77
2016,FFSU,14,520.45
2016,FFSU,24,520.8
2016,MCOU,221,5205.6
2016,FFSU,85,5210.25
2016,FFSU,211,52132.54
2016,MCOU,295,5215.85
2016,FFSU,220,5223.82
2016,MCOU,26,523.65
2016,MCOU,226,5239.41
2016,FFSU,33,524.59
2016,FFSU,17,5243.99
2016,FFSU,31,5251.89
2016,FFSU,111,52615.1
2016,MCOU,398,5266.21
2016,FFSU,280,5266.29
2016,MCOU,33,527.04
2016,FFSU,15,527.33
2016,MCOU,34,527.42
2016,MCOU,16,527.82
2016,FFSU,160,52811.38
2016,FFSU,22,5284.56
2016,FFSU,23,529.66
2016,FFSU,30,530.51
2016,MCOU,176,5300.25
2016,MCOU,308,5305.22
2016,FFSU,23,5322.88
2016,MCOU,338,5326.59
2016,MCOU,32,533.36
2016,MCOU,20,535.32
2016,MCOU,29,535.96
2016,FFSU,99,5350.61
2016,FFSU,14,536.14
2016,FFSU,87,53615.32
2016,FFSU,117,53712.31
2016,FFSU,23,538.51
2016,FFSU,21,5384.33
2016,FFSU,21174,5385056.33
2016,FFSU,230,53889.34
2016,MCOU,34,539.11
2016,MCOU,23,5392.15
2016,MCOU,18,54.68
2016,FFSU,11,54.76
2016,FFSU,41,540.22
2016,FFSU,16,540.33
2016,FFSU,255,5403.78
2016,MCOU,18314,540339.72
2016,MCOU,213,5404.53
2016,FFSU,97,54109.6
2016,MCOU,17,5418.66
2016,MCOU,43,542.37
2016,MCOU,34,542.84
2016,MCOU,60,5426.16
2016,MCOU,17,543.76
2016,FFSU,545,54417.41
2016,MCOU,173,5450.08
2016,FFSU,4061,545114.55
2016,MCOU,172,5455.34
2016,FFSU,2897,54565.04
2016,MCOU,625,5457.8
2016,MCOU,3081,546046.28
2016,MCOU,34,5464.39
2016,MCOU,23,5471.91
2016,FFSU,49,5474.01
2016,FFSU,89,5482.73
2016,MCOU,321,5483.1
2016,MCOU,449,5487.66
2016,FFSU,25,549.45
2016,MCOU,31,550.24
2016,MCOU,29,550.6
2016,FFSU,22,550.68
2016,MCOU,178,5502.23
2016,MCOU,18,5503.16
2016,FFSU,30,551.1
2016,MCOU,35,551.67
2016,MCOU,1419,55131.41
2016,FFSU,19,552.5
2016,MCOU,31,552.5
2016,FFSU,49,552.69
2016,FFSU,20,5527.78
2016,MCOU,28,553.62
2016,MCOU,325,5544.48
2016,FFSU,1669,55502
2016,FFSU,602,55525.67
2016,MCOU,122,5557.9
2016,FFSU,15,556.35
2016,FFSU,50,556.59
2016,MCOU,31,5560.37
2016,MCOU,3759,55671.78
2016,FFSU,17,5569.61
2016,FFSU,23,557.2
2016,MCOU,25,5576.82
2016,FFSU,29,558.29
2016,FFSU,127,55889.57
2016,MCOU,258,56139.75
2016,MCOU,17916,561538.66
2016,FFSU,21,5621.24
2016,MCOU,47,563.79
2016,MCOU,302,5635.29
2016,MCOU,316,5647.9
2016,MCOU,39,565.4
2016,MCOU,42,565.67
2016,FFSU,32,565.78
2016,MCOU,2973,565446.39
2016,MCOU,483,5656.05
2016,FFSU,42,566.93
2016,FFSU,19,567.08
2016,MCOU,448,5670.84
2016,MCOU,180,5681.79
2016,FFSU,22,569
2016,FFSU,173,5696
2016,FFSU,22,572.15
2016,MCOU,36,572.72
2016,FFSU,26,5721.75
2016,MCOU,451,5725.2
2016,MCOU,173,5729.9
2016,FFSU,27,573.61
2016,MCOU,19,573.86
2016,FFSU,1847,57355.17
2016,FFSU,26,574.75
2016,MCOU,1745,57439.47
2016,FFSU,25,5748.8
2016,FFSU,188,5749.19
2016,FFSU,24,575.83
2016,FFSU,16,5758.5
2016,MCOU,15,5767.23
2016,MCOU,26,577.18
2016,MCOU,298,5771.23
2016,FFSU,29,578.21
2016,FFSU,50,578.88
2016,MCOU,38,5784.88
2016,FFSU,245,5797.34
2016,FFSU,25,5801.77
2016,MCOU,435,5803.24
2016,FFSU,24,582.78
2016,FFSU,19,582.88
2016,MCOU,476,5824.96
2016,MCOU,18,5829.01
2016,MCOU,41,583.46
2016,FFSU,20,583.7
2016,FFSU,328,5831.69
2016,MCOU,306,5831.71
2016,FFSU,24,584.41
2016,FFSU,223,5856.88
2016,FFSU,23,586.2
2016,FFSU,47,587
2016,FFSU,33,5874.46
2016,FFSU,30,588.81
2016,MCOU,266,58839.04
2016,MCOU,28,5885.23
2016,MCOU,224,5888.79
2016,FFSU,39,589.44
2016,FFSU,40,589.54
2016,MCOU,196,5896.55
2016,FFSU,22,59.33
2016,MCOU,667,5904.34
2016,MCOU,21,5905.03
2016,MCOU,37,591.53
2016,FFSU,50,5913.16
2016,FFSU,38,5914.53
2016,FFSU,35,592.29
2016,MCOU,38,592.4
2016,FFSU,43,592.55
2016,FFSU,266,59223.68
2016,MCOU,209,5928.81
2016,MCOU,430,5933.49
2016,MCOU,4042,59367.58
2016,FFSU,25,594.01
2016,MCOU,134,59532.78
2016,MCOU,365,5959.79
2016,FFSU,236,5964.17
2016,MCOU,333,5970.67
2016,FFSU,37,599.96
2016,FFSU,28,600.89
2016,MCOU,3406,600523.84
2016,MCOU,334,6007.84
2016,MCOU,16,6020.74
2016,MCOU,377,6029.08
2016,MCOU,1895,60295.31
2016,FFSU,112,603.13
2016,FFSU,221,6032.46
2016,FFSU,187,6041.22
2016,MCOU,199,60497.07
2016,MCOU,192,60522.25
2016,FFSU,1827,60671.3
2016,MCOU,501,6068.24
2016,MCOU,230,6073.43
2016,FFSU,467,60817.4
2016,MCOU,33,609.58
2016,FFSU,381,6090.5
2016,FFSU,4459,609394.92
2016,FFSU,188,6101
2016,MCOU,185,61045.08
2016,MCOU,38,611.46
2016,FFSU,26,611.98
2016,FFSU,199,61149.56
2016,FFSU,156,6117.82
2016,FFSU,403,61177.51
2016,FFSU,4447,613536.24
2016,FFSU,37,614.15
2016,FFSU,3175,61409.34
2016,FFSU,40,615.86
2016,FFSU,12,6150.61
2016,FFSU,169,6151.02
2016,MCOU,210,6159.82
2016,FFSU,67,616.61
2016,FFSU,314,6167.39
2016,MCOU,425,6171.84
2016,FFSU,18,6177.81
2016,MCOU,52,618.92
2016,FFSU,31,618.93
2016,MCOU,35,6180.64
2016,FFSU,31,619.92
2016,MCOU,3277,61991.83
2016,MCOU,44,620.38
2016,MCOU,181,6205.1
2016,FFSU,12,621
2016,FFSU,46,621.69
2016,MCOU,45,623.34
2016,FFSU,14,6232.09
2016,FFSU,262,6238.01
2016,MCOU,35,624.5
2016,FFSU,22,6244.29
2016,FFSU,91,6245.36
2016,FFSU,321,62465.17
2016,FFSU,104,62509.08
2016,FFSU,83,6252.7
2016,MCOU,685,6258.22
2016,FFSU,14,626.37
2016,FFSU,13,6266.22
2016,MCOU,20,6266.25
2016,MCOU,14,627.58
2016,MCOU,127,627.66
2016,MCOU,322,6276.82
2016,FFSU,330,62767.58
2016,MCOU,58,6288.61
2016,FFSU,30,6296.81
2016,MCOU,71,6298.23
2016,MCOU,13,63.02
2016,MCOU,20,6313.05
2016,MCOU,13,6332.51
2016,MCOU,15,6339.24
2016,MCOU,38,634.09
2016,FFSU,193,63437.69
2016,MCOU,1840,63452.86
2016,FFSU,33,637.33
2016,FFSU,33,637.97
2016,MCOU,444,6372.47
2016,FFSU,293,6373.31
2016,MCOU,211,6375.53
2016,FFSU,529,63767.45
2016,FFSU,533,63795.61
2016,FFSU,46,638.52
2016,FFSU,23,639.22
2016,FFSU,27,639.31
2016,MCOU,33,6399.74
2016,FFSU,219,6400.14
2016,FFSU,392,6401.13
2016,MCOU,2241,64118.94
2016,MCOU,218,6413.75
2016,FFSU,14,6416.9
2016,MCOU,44,642.18
2016,MCOU,231,64262.22
2016,MCOU,62,643.48
2016,MCOU,147,6441.35
2016,FFSU,47,6441.94
2016,MCOU,424,6458.59
2016,FFSU,275,6460.04
2016,MCOU,2159,64752.56
2016,FFSU,190,6479.77
2016,FFSU,144,64799.21
2016,FFSU,173,64820.75
2016,FFSU,266,6488.67
2016,MCOU,299,6488.68
2016,MCOU,22839,649167.82
2016,MCOU,395,6497.82
2016,FFSU,101,6498.32
2016,FFSU,12,65.7
2016,FFSU,25,650.02
2016,MCOU,25,650.89
2016,MCOU,16,6514.21
2016,FFSU,22,652.52
2016,FFSU,65,653.85
2016,MCOU,270,6539.05
2016,MCOU,201,6539.4
2016,MCOU,41,654.26
2016,MCOU,12,654.56
2016,MCOU,201,6543.71
2016,MCOU,293,6547.37
2016,MCOU,27,656.26
2016,FFSU,279,6562.66
2016,FFSU,197,6576.75
2016,MCOU,32,6585.38
2016,MCOU,516,6589.25
2016,FFSU,2038,65924.94
2016,FFSU,273,6597.16
2016,MCOU,28,66.4
2016,MCOU,42,660.29
2016,MCOU,2163,661461.11
2016,MCOU,42,662.29
2016,MCOU,425,66203.08
2016,MCOU,51,663.44
2016,MCOU,47,663.87
2016,MCOU,52,663.93
2016,FFSU,25,664.39
2016,FFSU,353,6644.93
2016,MCOU,291,6646.3
2016,FFSU,38,665
2016,FFSU,35,665.9
2016,FFSU,31,667.74
2016,MCOU,542,6678.07
2016,FFSU,114,668.72
2016,FFSU,489,66826.65
2016,MCOU,4625,66937.28
2016,MCOU,175,66958.88
2016,MCOU,29,672.93
2016,MCOU,22,6720.34
2016,MCOU,492,6722.9
2016,MCOU,21,6727.94
2016,MCOU,35,673.26
2016,FFSU,19,674.37
2016,MCOU,26,6740.48
2016,FFSU,234,6745.35
2016,MCOU,239,6749.35
2016,MCOU,412,67589.37
2016,FFSU,29,676.08
2016,FFSU,45,676.42
2016,FFSU,892,67682.11
2016,MCOU,28,6776.32
2016,FFSU,40,679.55
2016,MCOU,26,6791.64
2016,FFSU,210,6795.47
2016,FFSU,53,680.15
2016,FFSU,43,680.56
2016,FFSU,30,681.07
2016,FFSU,35,681.95
2016,FFSU,32,681.96
2016,MCOU,380,68229.35
2016,FFSU,249,6827.61
2016,MCOU,16,683.22
2016,MCOU,45,683.59
2016,FFSU,132,68436.12
2016,MCOU,127,6868
2016,MCOU,4043,687897.8
2016,FFSU,31,689.24
2016,FFSU,350,6891.27
2016,FFSU,14,69.61
2016,MCOU,47,690.67
2016,MCOU,1928,69034.95
2016,MCOU,212,69062.89
2016,FFSU,262,6907.21
2016,FFSU,38,691.41
2016,MCOU,535,6915.48
2016,MCOU,191,69308.07
2016,MCOU,465,6953.73
2016,MCOU,296,6974.2
2016,FFSU,195,6978.68
2016,FFSU,31,698.76
2016,MCOU,36,6980.68
2016,FFSU,373,6981.05
2016,MCOU,35,7004.15
2016,MCOU,144,70056.02
2016,FFSU,144,70295.24
2016,FFSU,18,703.29
2016,MCOU,507,7030.95
2016,MCOU,432,7049.85
2016,FFSU,310,7055.89
2016,MCOU,153,70594.38
2016,FFSU,38,7060.56
2016,FFSU,3582,70654.88
2016,MCOU,465,7073.41
2016,MCOU,787,7081.61
2016,FFSU,20,709.44
2016,FFSU,68,710.79
2016,MCOU,281,71010.83
2016,MCOU,40654,7109759.59
2016,MCOU,60,711
2016,FFSU,299,7113.37
2016,MCOU,3608,71236.15
2016,MCOU,21,7124.64
2016,FFSU,349,7126.03
2016,MCOU,76,7129.33
2016,MCOU,33,713.17
2016,MCOU,47,713.18
2016,MCOU,387,71318.74
2016,MCOU,230,7138.23
2016,MCOU,143,7139.47
2016,MCOU,45,714.46
2016,FFSU,211,7158.17
2016,MCOU,565,7159.49
2016,FFSU,44,7163.74
2016,MCOU,12,7165.55
2016,MCOU,50,7172.59
2016,MCOU,38,718.99
2016,MCOU,367,71801.82
2016,FFSU,21,7188.43
2016,MCOU,15,719.12
2016,FFSU,30,7195.76
2016,FFSU,258,7196.19
2016,MCOU,535,7199.24
2016,MCOU,13,7208.07
2016,FFSU,22,721.82
2016,MCOU,516,7218.2
2016,FFSU,42,722.33
2016,MCOU,36,7233.04
2016,MCOU,105,7245.03
2016,MCOU,32415,7248424.64
2016,FFSU,214,7254.18
2016,MCOU,37,7258.94
2016,FFSU,22,726.8
2016,MCOU,43,726.82
2016,MCOU,227,72677.08
2016,MCOU,456,72682.28
2016,MCOU,217,72902.9
2016,MCOU,406,72929.38
2016,MCOU,36640,7299235.23
2016,FFSU,11,73.57
2016,FFSU,36,730.24
2016,FFSU,30,730.52
2016,FFSU,24,732.41
2016,MCOU,21,733.46
2016,FFSU,247,7330.6
2016,FFSU,3823,73331.97
2016,FFSU,22,7335.48
2016,FFSU,19,7336.21
2016,MCOU,15,7344.2
2016,FFSU,32,735.26
2016,MCOU,19,736.74
2016,MCOU,54,736.93
2016,FFSU,67,738.73
2016,MCOU,177,7380.95
2016,MCOU,12,74.55
2016,MCOU,33,7407.16
2016,MCOU,41,741.22
2016,MCOU,40,741.65
2016,MCOU,370,7410.73
2016,MCOU,15,7412.1
2016,MCOU,601,74278.58
2016,FFSU,31,743.95
2016,MCOU,1919,74331.65
2016,MCOU,302,7440.49
2016,MCOU,57,7459.32
2016,MCOU,2473,74639.82
2016,FFSU,65,7465.57
2016,FFSU,174,7466.7
2016,FFSU,1083,74749.95
2016,FFSU,311,74771.03
2016,MCOU,229,74914.58
2016,MCOU,367,7497.56
2016,MCOU,2509,74971.72
2016,FFSU,28,75.18
2016,FFSU,133,7509.36
2016,MCOU,242,75146.26
2016,FFSU,39,752.98
2016,MCOU,247,75214.41
2016,MCOU,2289,75250.33
2016,MCOU,211,75253.36
2016,FFSU,41,7529.97
2016,FFSU,29,753.44
2016,MCOU,311,7530
2016,FFSU,287,75314.47
2016,FFSU,400,7541.39
2016,MCOU,246,7550.28
2016,FFSU,520,75527
2016,MCOU,51,7559.13
2016,FFSU,55,756.54
2016,FFSU,19,757.46
2016,FFSU,561,75711.12
2016,MCOU,418,7574.56
2016,FFSU,60,759.53
2016,MCOU,88,759.56
2016,FFSU,52,759.92
2016,MCOU,143,761.17
2016,FFSU,32,761.68
2016,FFSU,13,7616.9
2016,MCOU,228,76284.56
2016,MCOU,58,766.95
2016,MCOU,46508,7673845.33
2016,FFSU,31,7675.79
2016,FFSU,287,7709.39
2016,MCOU,299,7711.87
2016,MCOU,17,772.68
2016,MCOU,49,772.9
2016,FFSU,446,7744.6
2016,MCOU,38,776.02
2016,MCOU,45,776.36
2016,MCOU,2507,77831.5
2016,MCOU,20,779.66
2016,MCOU,21,780.16
2016,FFSU,273,7806.51
2016,MCOU,472,7806.9
2016,MCOU,517,7808.69
2016,FFSU,36,781.34
2016,MCOU,436,7810.27
2016,MCOU,575,7815.66
2016,MCOU,16,7819.03
2016,FFSU,33,7828.26
2016,MCOU,17,784.81
2016,MCOU,43,786.13
2016,MCOU,277,78610.02
2016,FFSU,28,787.11
2016,MCOU,27,787.95
2016,FFSU,39,788.73
2016,FFSU,374,7886.67
2016,FFSU,162,7887.77
2016,MCOU,21,789.11
2016,FFSU,39,790.92
2016,MCOU,289,7904.9
2016,MCOU,199,7905.7
2016,MCOU,35,7913.45
2016,MCOU,17,793.4
2016,FFSU,54,793.75
2016,MCOU,536,7945.51
2016,MCOU,248,7957.54
2016,MCOU,257,7958.41
2016,FFSU,167,79701.12
2016,MCOU,26357,797246.94
2016,MCOU,234,7982.48
2016,FFSU,80,799.47
2016,FFSU,314,7997.58
2016,MCOU,45,800.02
2016,FFSU,159,8006.05
2016,FFSU,459,8006.95
2016,FFSU,25,8008.15
2016,FFSU,252,80187.04
2016,FFSU,374,8036.35
2016,FFSU,16,8039.36
2016,MCOU,321,8044.15
2016,FFSU,17,806.41
2016,MCOU,2387,80740.12
2016,FFSU,50,809.8
2016,FFSU,21,8096.27
2016,MCOU,18,81.29
2016,MCOU,21,811.49
2016,FFSU,36,811.91
2016,MCOU,495,8125.07
2016,MCOU,644,8129.3
2016,FFSU,31,813.49
2016,FFSU,33,814.67
2016,MCOU,275,8146.86
2016,FFSU,51,815.38
2016,FFSU,40,8161.42
2016,FFSU,48,8162.66
2016,MCOU,1118,81631.26
2016,MCOU,43,817
2016,FFSU,372,8173.26
2016,FFSU,157,81761.35
2016,MCOU,41,818.17
2016,MCOU,43,8190.86
2016,MCOU,2226,81999.91
2016,MCOU,18,82.75
2016,FFSU,143,82050.05
2016,MCOU,292,82190.45
2016,FFSU,258,8225.85
2016,FFSU,14,825.35
2016,MCOU,61,825.66
2016,FFSU,69,825.73
2016,MCOU,616,8283.8
2016,FFSU,43,8288.65
2016,MCOU,51,8297.38
2016,MCOU,145,82989.53
2016,MCOU,15,83.6
2016,FFSU,67,830.31
2016,MCOU,12,831.15
2016,MCOU,262,8319.27
2016,FFSU,77,832.24
2016,MCOU,26,8332.01
2016,FFSU,291,8333.93
2016,MCOU,1095,83352.16
2016,FFSU,36,834.49
2016,FFSU,38,8343.34
2016,MCOU,2354,835797.38
2016,FFSU,37,836.98
2016,MCOU,191,8369.15
2016,FFSU,187,83767.51
2016,MCOU,14,8382.2
2016,FFSU,253,8386.88
2016,MCOU,25,839.33
2016,MCOU,38,8398.05
2016,MCOU,272,8401.17
2016,FFSU,38,842.64
2016,FFSU,51,842.76
2016,MCOU,620,8437.76
2016,FFSU,89,844.24
2016,FFSU,26,8475.48
2016,FFSU,36,848.5
2016,FFSU,18,8483.41
2016,FFSU,64,849.53
2016,MCOU,3204,84910.56
2016,MCOU,19,850.54
2016,FFSU,36,850.76
2016,FFSU,232,8508.28
2016,MCOU,43,851.6
2016,MCOU,462,8512.69
2016,MCOU,330,8528.92
2016,FFSU,45,8533.37
2016,MCOU,39,8538.4
2016,FFSU,396,8544.31
2016,FFSU,54,855.03
2016,MCOU,59,855.09
2016,MCOU,35,855.13
2016,MCOU,62,857.04
2016,FFSU,33,857.2
2016,FFSU,40,8599.36
2016,FFSU,13,86.7
2016,MCOU,37,861.74
2016,MCOU,186,86186.49
2016,MCOU,295,8623.17
2016,MCOU,33,863.05
2016,FFSU,45,863.59
2016,FFSU,22,863.61
2016,FFSU,42,8630.85
2016,FFSU,38,864.78
2016,MCOU,371,8644.7
2016,FFSU,94,865.95
2016,FFSU,148,86503.03
2016,FFSU,88,8660.62
2016,FFSU,169,86616.3
2016,FFSU,399,8664.01
2016,FFSU,46,867.25
2016,FFSU,305,86901.32
2016,FFSU,248,8707.28
2016,MCOU,62,871.5
2016,MCOU,452,8744.51
2016,FFSU,283,87479.8
2016,FFSU,281,8751.92
2016,FFSU,45,876.83
2016,FFSU,30,877.02
2016,MCOU,48,877.38
2016,FFSU,30,878.64
2016,MCOU,54,878.75
2016,MCOU,656,8794.87
2016,FFSU,42,880.04
2016,MCOU,652,8817.31
2016,MCOU,40,884.56
2016,FFSU,26,8843.56
2016,FFSU,55,885.55
2016,FFSU,47,886.3
2016,MCOU,22,887.64
2016,FFSU,363,8886.71
2016,FFSU,341,88887.65
2016,FFSU,16,889.01
2016,MCOU,16,8891.92
2016,FFSU,467,8901.01
2016,FFSU,68,893.67
2016,FFSU,382,8931.75
2016,MCOU,342,8932.37
2016,MCOU,188,89396.51
2016,FFSU,366,89418.06
2016,MCOU,48,8959.89
2016,FFSU,23,897.62
2016,MCOU,65,897.89
2016,FFSU,167,89796.06
2016,FFSU,210,89945.35
2016,MCOU,27,9001.6
2016,FFSU,32,904.79
2016,FFSU,42,9044.5
2016,MCOU,434,9047.9
2016,MCOU,46,905.69
2016,FFSU,56,905.8
2016,MCOU,6403,90548.2
2016,MCOU,370,9063.17
2016,FFSU,28,9073.82
2016,MCOU,202,9089.22
2016,FFSU,45,909.21
2016,MCOU,30,910.29
2016,MCOU,53,910.7
2016,FFSU,401,9109.19
2016,FFSU,185,91202.27
2016,MCOU,39,9122.46
2016,MCOU,5797,91357.52
2016,MCOU,650,9142.68
2016,MCOU,114,9153.26
2016,MCOU,3543,915366.12
2016,MCOU,27,916.56
2016,FFSU,25,916.8
2016,MCOU,64,916.81
2016,MCOU,262,91607.42
2016,FFSU,144,9161.67
2016,FFSU,66,917.89
2016,MCOU,438,9181.25
2016,MCOU,56,919.43
2016,MCOU,15,920.44
2016,FFSU,36,922.94
2016,MCOU,562,92206.63
2016,MCOU,19,9233.45
2016,MCOU,22,924.19
2016,FFSU,170,92472.71
2016,FFSU,83,925.59
2016,FFSU,160,9250.38
2016,MCOU,33,9283.44
2016,MCOU,21,9284.4
2016,FFSU,35,929.05
2016,FFSU,458,9291.3
2016,MCOU,64,931.54
2016,MCOU,53,9318.72
2016,FFSU,351,9340.18
2016,FFSU,359,93496.52
2016,FFSU,16,9353.77
2016,FFSU,276,9357.2
2016,MCOU,76,939.28
2016,MCOU,56,939.85
2016,MCOU,15,94.72
2016,MCOU,76,940.83
2016,MCOU,13,941.98
2016,FFSU,326,9426.9
2016,MCOU,396,9437.54
2016,FFSU,39,945.98
2016,MCOU,554,9460.75
2016,MCOU,34,947.76
2016,FFSU,28,95.45
2016,FFSU,99,951.41
2016,FFSU,46,953.46
2016,FFSU,27,953.67
2016,MCOU,47,9538.39
2016,MCOU,347,9549.17
2016,FFSU,18,955.99
2016,FFSU,453,9562.75
2016,MCOU,26,957.06
2016,FFSU,592,9596.54
2016,FFSU,47,960.26
2016,FFSU,45,960.83
2016,FFSU,472,96044.47
2016,MCOU,68,961.49
2016,MCOU,60,962.36
2016,MCOU,80,9627.01
2016,MCOU,312,9628.45
2016,FFSU,267,96417.37
2016,MCOU,21,965.08
2016,MCOU,186,96501
2016,MCOU,63,968.28
2016,MCOU,59,968.3
2016,FFSU,384,9680.47
2016,MCOU,32,9681.91
2016,MCOU,37,9682.02
2016,MCOU,31,969.89
2016,MCOU,23,9699.96
2016,FFSU,39,970.1
2016,FFSU,59,970.93
2016,MCOU,711,9701.35
2016,MCOU,71,972.9
2016,FFSU,473,9721.22
2016,FFSU,53,973.68
2016,FFSU,38,973.75
2016,MCOU,162,97350.54
2016,MCOU,53,975.26
2016,MCOU,125,9750.34
2016,FFSU,101,9766.05
2016,FFSU,602,97686.55
2016,FFSU,333,9775.89
2016,MCOU,113,9776.01
2016,MCOU,46,9792.5
2016,MCOU,433,9792.82
2016,FFSU,557,9796.84
2016,FFSU,718,97985.91
2016,MCOU,3362,98061.07
2016,FFSU,372,9827.18
2016,MCOU,740,9844.67
2016,MCOU,57,9877.21
2016,FFSU,16,988.55
2016,FFSU,36,9894.71
2016,MCOU,50,990.02
2016,FFSU,561,99089.21
2016,MCOU,65,991.16
2016,MCOU,27,9950.49
2016,FFSU,56,996.27
2016,MCOU,68,996.74
2016,MCOU,60,996.92
2016,FFSU,50,9965.62
2016,FFSU,51,997.25
2016,MCOU,2918,998636.97
